query_uid,query_title,result_uid,result_title,cosine_score,query_group,result_group,manual_label,reviewer_note
WOS:001168109200001,High-performance Na-ion full-cells with P2-type Na<sub>0.67</sub>Mn<sub>0.5-x</sub>Ni<sub>x</sub>Fe<sub>0.43</sub>Al<sub>0.07</sub>O<sub>2</sub> cathodes: Cost analysis for stationary battery storage systems,WOS:001144493500001,Crystallinity tuning of LCNO/graphene nanocomposite cathode for high-performance lithium-ion batteries,0.753885,related_energy_technologies,related_energy_technologies,,
WOS:001168109200001,High-performance Na-ion full-cells with P2-type Na<sub>0.67</sub>Mn<sub>0.5-x</sub>Ni<sub>x</sub>Fe<sub>0.43</sub>Al<sub>0.07</sub>O<sub>2</sub> cathodes: Cost analysis for stationary battery storage systems,WOS:001143201300001,Incorporating Gadolinium Oxide (Gd<sub>2</sub>O<sub>3</sub>) as a Rare Earth Metal Oxide in Carbon Nanofiber Skeleton for Supercapacitor Application,0.666865,related_energy_technologies,related_energy_technologies,,
WOS:001168109200001,High-performance Na-ion full-cells with P2-type Na<sub>0.67</sub>Mn<sub>0.5-x</sub>Ni<sub>x</sub>Fe<sub>0.43</sub>Al<sub>0.07</sub>O<sub>2</sub> cathodes: Cost analysis for stationary battery storage systems,WOS:001165771600001,The effect of outer container geometry on the thermal management of lithium-ion batteries with a combination of phase change material and metal foam,0.635771,related_energy_technologies,related_energy_technologies,,
WOS:001168109200001,High-performance Na-ion full-cells with P2-type Na<sub>0.67</sub>Mn<sub>0.5-x</sub>Ni<sub>x</sub>Fe<sub>0.43</sub>Al<sub>0.07</sub>O<sub>2</sub> cathodes: Cost analysis for stationary battery storage systems,WOS:001158980200001,"Synergistic Effects of Energy Level Alignment and Trap Passivation via 3,4-Dihydroxyphenethylamine Hydrochloride for Efficient and Air-Stable Perovskite Solar Cells",0.634360,related_energy_technologies,same_topic_perovskite_solar_cells,,
WOS:001168628400001,Simulation and forecasting of power by energy harvesting method in photovoltaic panels using artificial neural network,WOS:001149960200001,Applications of artificial neural network based battery management systems: A literature review,0.649640,related_energy_technologies,related_energy_technologies,,
WOS:001168628400001,Simulation and forecasting of power by energy harvesting method in photovoltaic panels using artificial neural network,WOS:001165771600001,The effect of outer container geometry on the thermal management of lithium-ion batteries with a combination of phase change material and metal foam,0.648437,related_energy_technologies,related_energy_technologies,,
WOS:001168628400001,Simulation and forecasting of power by energy harvesting method in photovoltaic panels using artificial neural network,WOS:001167231700001,Incorporation Mechanism of Potassium in FAPbI<sub>3</sub> Perovskite Solar Cell Materials,0.625350,related_energy_technologies,same_topic_perovskite_solar_cells,,
WOS:001168628400001,Simulation and forecasting of power by energy harvesting method in photovoltaic panels using artificial neural network,WOS:001143809700001,Constructing Charge Bridge Path for High-Performance Tin Perovskite Photovoltaics,0.608261,related_energy_technologies,same_topic_perovskite_solar_cells,,
WOS:001168628400001,Simulation and forecasting of power by energy harvesting method in photovoltaic panels using artificial neural network,WOS:001140573400001,Acetate-based ionic liquid engineering for efficient and stable CsPbI<sub>2</sub>Br perovskite solar cells with an unprecedented fill factor over 83%,0.606886,related_energy_technologies,same_topic_perovskite_solar_cells,,
WOS:001173733800001,Ion-Migration Inhibitor for Spiro-OMeTAD/Perovskite Contact toward Stable Perovskite Solar Cells,WOS:001178378200001,"Molecular modification of spiro[fluorene-9,9′-xanthene]-based dopant-free hole transporting materials for perovskite solar cells",0.893280,same_topic_perovskite_solar_cells,same_topic_perovskite_solar_cells,,
WOS:001173733800001,Ion-Migration Inhibitor for Spiro-OMeTAD/Perovskite Contact toward Stable Perovskite Solar Cells,WOS:001191208900001,Molecularly Engineered Multifunctional Bridging Layer Derived from Dithiafulavene Capped Spiroxanthene for Stable and Efficient Perovskite Solar Cells,0.857641,same_topic_perovskite_solar_cells,same_topic_perovskite_solar_cells,,
WOS:001173733800001,Ion-Migration Inhibitor for Spiro-OMeTAD/Perovskite Contact toward Stable Perovskite Solar Cells,WOS:001158980200001,"Synergistic Effects of Energy Level Alignment and Trap Passivation via 3,4-Dihydroxyphenethylamine Hydrochloride for Efficient and Air-Stable Perovskite Solar Cells",0.821896,same_topic_perovskite_solar_cells,same_topic_perovskite_solar_cells,,
WOS:001173733800001,Ion-Migration Inhibitor for Spiro-OMeTAD/Perovskite Contact toward Stable Perovskite Solar Cells,WOS:001167231700001,Incorporation Mechanism of Potassium in FAPbI<sub>3</sub> Perovskite Solar Cell Materials,0.790685,same_topic_perovskite_solar_cells,same_topic_perovskite_solar_cells,,
WOS:001173733800001,Ion-Migration Inhibitor for Spiro-OMeTAD/Perovskite Contact toward Stable Perovskite Solar Cells,WOS:001140573400001,Acetate-based ionic liquid engineering for efficient and stable CsPbI<sub>2</sub>Br perovskite solar cells with an unprecedented fill factor over 83%,0.757365,same_topic_perovskite_solar_cells,same_topic_perovskite_solar_cells,,
WOS:001178378200001,"Molecular modification of spiro[fluorene-9,9′-xanthene]-based dopant-free hole transporting materials for perovskite solar cells",WOS:001173733800001,Ion-Migration Inhibitor for Spiro-OMeTAD/Perovskite Contact toward Stable Perovskite Solar Cells,0.893280,same_topic_perovskite_solar_cells,same_topic_perovskite_solar_cells,,
WOS:001178378200001,"Molecular modification of spiro[fluorene-9,9′-xanthene]-based dopant-free hole transporting materials for perovskite solar cells",WOS:001191208900001,Molecularly Engineered Multifunctional Bridging Layer Derived from Dithiafulavene Capped Spiroxanthene for Stable and Efficient Perovskite Solar Cells,0.873116,same_topic_perovskite_solar_cells,same_topic_perovskite_solar_cells,,
WOS:001178378200001,"Molecular modification of spiro[fluorene-9,9′-xanthene]-based dopant-free hole transporting materials for perovskite solar cells",WOS:001158980200001,"Synergistic Effects of Energy Level Alignment and Trap Passivation via 3,4-Dihydroxyphenethylamine Hydrochloride for Efficient and Air-Stable Perovskite Solar Cells",0.770338,same_topic_perovskite_solar_cells,same_topic_perovskite_solar_cells,,
WOS:001178378200001,"Molecular modification of spiro[fluorene-9,9′-xanthene]-based dopant-free hole transporting materials for perovskite solar cells",WOS:001167231700001,Incorporation Mechanism of Potassium in FAPbI<sub>3</sub> Perovskite Solar Cell Materials,0.743469,same_topic_perovskite_solar_cells,same_topic_perovskite_solar_cells,,
WOS:001178378200001,"Molecular modification of spiro[fluorene-9,9′-xanthene]-based dopant-free hole transporting materials for perovskite solar cells",WOS:001143809700001,Constructing Charge Bridge Path for High-Performance Tin Perovskite Photovoltaics,0.731546,same_topic_perovskite_solar_cells,same_topic_perovskite_solar_cells,,
WOS:001182798400001,"Multitask Learning for Mental Health: Depression, Anxiety, Stress (DAS) Using Wearables",WOS:001142171500001,"Biological Markers in Newly Diagnosed Generalized Anxiety Disorder Patients: 8-OHdG, S100B and Oxidative Stress",0.679302,different_mental_health,different_mental_health,,
WOS:001182798400001,"Multitask Learning for Mental Health: Depression, Anxiety, Stress (DAS) Using Wearables",WOS:001163480800004,"Effects of a Mindfulness-Based Stress Reduction Program on Stress, Depression, and Psychological Well-being in Patients With Cancer",0.642462,different_mental_health,different_mental_health,,
WOS:001182798400001,"Multitask Learning for Mental Health: Depression, Anxiety, Stress (DAS) Using Wearables",WOS:001129852800002,"The effect of occupational therapy on anxiety, depression, and psychological well-being in older adults: a single-blind randomized-controlled study",0.636116,different_mental_health,different_mental_health,,
WOS:001182798400001,"Multitask Learning for Mental Health: Depression, Anxiety, Stress (DAS) Using Wearables",WOS:001157189800001,"Predictors, moderators and mediators of psychological therapies for perinatal depression in low- and middle-income countries: a systematic review",0.603494,different_mental_health,different_mental_health,,
WOS:001182798400001,"Multitask Learning for Mental Health: Depression, Anxiety, Stress (DAS) Using Wearables",WOS:001154920600001,Effect of online health training/counseling and progressive muscle relaxation exercise on postpartum depression and maternal attachment: A randomized controlled trial,0.539563,different_mental_health,different_mental_health,,
WOS:001191208900001,Molecularly Engineered Multifunctional Bridging Layer Derived from Dithiafulavene Capped Spiroxanthene for Stable and Efficient Perovskite Solar Cells,WOS:001178378200001,"Molecular modification of spiro[fluorene-9,9′-xanthene]-based dopant-free hole transporting materials for perovskite solar cells",0.873116,same_topic_perovskite_solar_cells,same_topic_perovskite_solar_cells,,
WOS:001191208900001,Molecularly Engineered Multifunctional Bridging Layer Derived from Dithiafulavene Capped Spiroxanthene for Stable and Efficient Perovskite Solar Cells,WOS:001173733800001,Ion-Migration Inhibitor for Spiro-OMeTAD/Perovskite Contact toward Stable Perovskite Solar Cells,0.857641,same_topic_perovskite_solar_cells,same_topic_perovskite_solar_cells,,
WOS:001191208900001,Molecularly Engineered Multifunctional Bridging Layer Derived from Dithiafulavene Capped Spiroxanthene for Stable and Efficient Perovskite Solar Cells,WOS:001158980200001,"Synergistic Effects of Energy Level Alignment and Trap Passivation via 3,4-Dihydroxyphenethylamine Hydrochloride for Efficient and Air-Stable Perovskite Solar Cells",0.852302,same_topic_perovskite_solar_cells,same_topic_perovskite_solar_cells,,
WOS:001191208900001,Molecularly Engineered Multifunctional Bridging Layer Derived from Dithiafulavene Capped Spiroxanthene for Stable and Efficient Perovskite Solar Cells,WOS:001140573400001,Acetate-based ionic liquid engineering for efficient and stable CsPbI<sub>2</sub>Br perovskite solar cells with an unprecedented fill factor over 83%,0.777110,same_topic_perovskite_solar_cells,same_topic_perovskite_solar_cells,,
WOS:001191208900001,Molecularly Engineered Multifunctional Bridging Layer Derived from Dithiafulavene Capped Spiroxanthene for Stable and Efficient Perovskite Solar Cells,WOS:001167231700001,Incorporation Mechanism of Potassium in FAPbI<sub>3</sub> Perovskite Solar Cell Materials,0.775575,same_topic_perovskite_solar_cells,same_topic_perovskite_solar_cells,,
